OTUID	A11	A12	A13	A21	A22	A23	AD11	AD12	AD13	AD21	AD22	AD23	CK11	CK12	CK13	CK21	CK22	CK23	DA11	DA12	DA13	DA21	DA22	DA23
NCBI1167203	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	506	92	234	0	0	31	72	311	81
NCBI11676	1	1	1	0	0	0	0	1	0	3	0	0	0	0	0	0	1	2	0	0	1	0	0	0
NCBI1168034	252	240	302	299	323	470	322	325	432	325	684	476	317	296	353	158	192	132	280	272	265	155	97	296
NCBI1169025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1170320	0	4	0	6	40	33	0	1	4	43	5	5	14	2	8	79	62	101	6	11	9	110	70	66
NCBI1170699	60	112	102	27	73	32	85	68	69	34	57	37	163	102	85	37	37	46	98	97	94	17	25	21
NCBI117187	0	0	0	0	2	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	2	0	2
NCBI117207	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
NCBI11723	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1173025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NCBI1173026	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI1173032	0	1	0	4	2	0	1	0	5	1	0	0	3	2	0	8	1	5	4	0	0	0	0	0
NCBI1173061	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1173297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NCBI1173586	0	0	2	12	7	4	0	1	0	15	4	7	0	1	2	6	25	15	1	7	1	7	5	12
NCBI1173618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NCBI1174677	1	1	0	0	2	0	0	2	5	21	0	3	0	0	2	1	5	2	1	0	0	3	0	3
NCBI1175445	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NCBI117567	60	6	174	25	25	77	25	11	45	141	225	50	32	6	45	60	61	45	39	13	169	44	32	31
NCBI1176198	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1176257	0	0	43	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	33
NCBI1176482	0	8	6	0	0	0	0	0	0	18	66	44	0	0	0	3	2	7	0	0	0	4	2	0
NCBI1176533	0	0	0	0	0	0	0	0	0	23	0	0	0	0	25	0	0	0	0	0	13	0	0	0
NCBI1176536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NCBI1176587	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI1176646	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1176649	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	6	0
NCBI1177574	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1177712	0	0	0	3	0	0	0	0	0	0	0	3	0	16	0	0	0	0	0	0	0	0	0	0
NCBI1178024	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1178482	1	2	6	2	9	4	0	4	0	0	0	5	0	0	0	0	8	0	0	0	0	0	0	0
NCBI1178516	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1178778	3266	3331	4272	4953	6171	4793	4183	4318	4025	6426	6998	3738	5904	5629	5450	8039	7538	7697	5155	5200	5578	4727	4038	8849
NCBI117911	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1179670	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1179672	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NCBI1179673	0	24	0	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
NCBI1179675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
NCBI1179815	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
NCBI118060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCBI118062	0	0	0	0	2	5	0	0	3	2	0	1	0	2	0	1	3	1	0	0	0	2	0	0
NCBI118126	16	3	17	11	17	39	0	38	8	17	8	8	0	12	6	2	1	3	0	0	51	10	8	19
NCBI1181493	0	3	3	0	0	1	0	0	3	0	0	0	1	0	0	0	2	0	1	0	1	0	0	1
NCBI1181550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
NCBI1181565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
NCBI118163	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI118164	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1182306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
NCBI1182553	1	0	0	0	0	3	0	0	0	3	0	1	0	1	0	3	1	0	0	0	0	0	0	0
NCBI118323	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	6	0	5	0	0	1	0	0	2
NCBI1183413	0	5	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1185412	1	1	0	1	0	1	2	1	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0
NCBI118562	0	0	0	27	9	21	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
NCBI1186196	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NCBI1187904	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
NCBI1188315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
NCBI1188319	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI119	25	20	19	17	25	122	271	68	26	2	0	0	1	9	14	96	16	20	2	8	3	2	4	0
NCBI119048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1190508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1190813	8	9	4	0	2	0	3	17	3	3	0	5	2	20	20	19	23	39	20	4	0	7	24	14
NCBI1191459	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NCBI1191702	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	4	2	0	1
NCBI1191711	0	1	2	5	0	0	0	0	1	0	0	0	2	2	0	0	5	0	0	2	4	2	1	0
NCBI1192162	0	5	0	0	0	0	0	1	0	0	9	1	0	2	2	0	0	0	0	0	0	2	0	0
NCBI119219	0	0	0	0	0	0	0	96	0	0	0	46	0	0	0	640	760	935	486	0	150	797	426	1271
NCBI1193095	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI119348	0	0	3	0	0	3	1	1	3	6	6	0	0	5	1	3	13	3	4	1	2	0	3	2
NCBI1193713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI1194192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0
NCBI119484	0	0	0	1	0	0	1	0	3	0	4	3	11	2	2	8	8	0	2	0	4	1	1	3
NCBI1195840	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1195845	7	59	113	216	266	584	69	64	115	43	68	0	96	107	117	0	273	319	160	204	283	813	379	449
NCBI1195848	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1196081	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NCBI1196095	0	0	0	0	0	0	0	0	0	0	0	0	14	0	17	0	0	0	0	0	0	6	0	0
NCBI1196635	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NCBI1197460	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1197717	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1198316	1	1	0	0	0	0	0	1	1	0	0	0	2	1	0	0	1	0	3	0	2	0	0	0
NCBI119864	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
NCBI1199097	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	1	0	0	0	0	0
NCBI119953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
NCBI120	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NCBI120017	0	13	36	18	0	13	9	0	14	133	9	96	32	0	53	11	8	11	17	26	0	0	0	5
NCBI1201011	0	0	0	0	0	0	0	0	0	0	0	0	4	0	12	0	0	0	0	0	2	0	0	0
NCBI120107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52
NCBI120182	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI1202494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0
NCBI1202768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NCBI1204385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
NCBI1208308	0	0	0	40	352	63	0	0	0	126967	66846	135259	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1208324	849	956	1243	307	609	1021	1155	864	913	455	316	337	2308	2713	2049	488	667	446	676	2021	1292	342	388	553
NCBI120858	0	0	0	0	0	0	0	0	0	114	0	0	203	0	505	0	0	0	183	0	0	98	0	0
NCBI120965	58	65	64	41	250	110	0	74	80	36	0	17	139	126	55	230	243	377	233	43	153	76	40	32
NCBI1209926	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
NCBI1209932	0	0	5	2	4	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3
NCBI1210884	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1211	0	0	0	0	77	80	27	0	0	0	0	0	118	46	63	239	147	0	0	97	0	73	118	152
NCBI1211322	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	5	0	0	0	0	0	0
NCBI1211326	0	0	0	0	0	0	2	0	0	6	0	0	0	1	1	2	0	0	0	0	1	0	0	0
NCBI121292	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI121428	0	0	0	0	0	86	0	0	0	15	13	0	86	0	0	36	15	51	0	208	40	17	108	0
NCBI1215031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0
NCBI1215089	389	237	541	108	107	29	147	103	144	147	42	41	0	8	11	0	0	0	6	29	65	2	1	11
NCBI1215731	0	2	0	0	2	2	0	0	7	8	3	0	0	3	0	21	9	4	12	3	6	0	0	16
NCBI121627	0	0	0	26	23	2	0	0	0	121	14	8	3	0	13	127	83	28	0	0	0	4	25	0
NCBI1216932	5	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	1	0	0
NCBI121719	746	840	1741	257	200	651	1452	572	897	673	551	142	1145	1611	2457	1419	607	1055	1442	10362	1663	353	642	641
NCBI121759	0	0	0	0	5	1	0	2	1	10	0	0	0	2	0	2	0	0	5	0	0	0	0	1
NCBI1217826	2	2	1	6	1	0	4	2	2	6	7	12	0	1	3	173	124	76	0	0	0	1	1	2
NCBI1217908	93	104	124	28	19	27	97	110	90	21	23	34	90	73	69	12	23	19	56	61	83	4	8	9
NCBI1218801	195	66	80	12	18	12	39	30	60	11	6	19	101	122	78	19	8	8	140	69	46	15	10	15
NCBI1219491	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI122	1170	1456	1552	1055	1539	634	1232	1334	497	27741	25827	14539	782	5646	1545	8875	6751	8428	765	5559	1303	71870	92887	45621
NCBI1220188	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
NCBI1220207	0	10	0	17	0	0	3	4	5	6	0	6	10	0	19	0	7	0	0	0	8	0	0	5
NCBI1221004	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1221367	3	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	147	0	0
NCBI1221500	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0
NCBI1223514	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1
NCBI122358	0	0	6	0	0	0	8	0	0	0	0	1	5	0	19	0	2	0	6	3	6	2	0	1
NCBI122368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
NCBI1225769	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1226757	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1226968	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI122724	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NCBI1227546	23	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1229	45	78	118	81	68	79	91	109	91	309	397	94	191	136	218	222	179	281	136	210	155	208	123	217
NCBI1229727	1914	1791	2599	1745	4177	4307	2158	2399	3042	14255	6090	8665	6480	5428	4628	1594	1196	1159	3150	2524	3142	1724	4051	2658
NCBI1229909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1230341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1231	0	0	3	0	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1231049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
NCBI1232219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1232575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
NCBI1232667	121	0	277	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447
NCBI1234680	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	13	0
NCBI1235591	0	0	0	0	0	2	0	0	2	0	0	0	0	1	5	1	0	0	0	0	2	0	1	5
NCBI123783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCBI1238	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0
NCBI123899	0	0	0	0	0	0	0	0	0	0	0	12	53	0	0	0	0	0	0	0	0	0	0	0
NCBI1239307	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	4	0
NCBI1239415	1760	1779	1760	13	8	15	2047	1281	1144	27	64	91	1847	1749	1876	31	59	36	1720	1236	1470	58	56	176
NCBI1239464	2	1	1	2	2	0	0	1	0	1	0	3	2	1	2	0	3	0	2	0	1	4	1	3
NCBI1239498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NCBI1239501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
NCBI1240598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1241978	0	0	0	184	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1241979	2	2	3	5	9	18	1	0	0	20	14	0	0	7	0	0	0	0	3	0	0	15	0	0
NCBI1244	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	68	0	0	0	0	0	0	0	0
NCBI1245	0	0	0	0	0	5	3	0	0	0	4	7	0	0	0	0	0	0	0	0	2	2	0	0
NCBI1245526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1245769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	2	0	0	0	0	0
NCBI1245985	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1246068	20	6	3	0	0	0	3	3	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1248727	3	0	0	0	0	0	0	2	0	0	0	1	3	0	0	3	0	0	0	0	3	9	0	0
NCBI1249	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NCBI1249101	6	10	0	0	0	0	41	0	0	0	1	0	0	0	0	0	2	0	3	0	38	2	1	1
NCBI1249552	0	2	2	0	0	1	0	0	0	1	0	0	0	4	1	0	1	0	1	0	1	0	0	0
NCBI125	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1250161	66	0	69	0	0	0	0	0	0	0	0	0	0	0	137	0	0	877	0	144	0	0	611	362
NCBI1250205	8	17	12	9	17	0	8	0	0	14	12	15	0	7	0	3	1	6	5	20	2	6	4	4
NCBI1250295	68	50	79	45	141	61	81	51	73	32	51	40	94	69	56	35	26	30	56	51	62	30	19	50
NCBI1250400	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1250539	261	299	409	142	158	213	255	330	218	112	39	47	902	342	858	94	15	98	118	951	345	50	42	248
NCBI12519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NCBI1252	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	1	0
NCBI1254	0	2	0	0	0	3	0	0	2	2	0	0	13	6	8	0	0	0	3	0	0	0	1	0
NCBI1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1256015	0	6	6	0	0	0	0	7	6	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
NCBI1256540	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1256543	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1256547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1256550	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI1256558	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
NCBI1256562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NCBI1256563	2	0	2	5	6	5	5	4	3	11	3	4	2	3	1	3	3	6	5	3	3	10	9	5
NCBI1256570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
NCBI1256581	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NCBI1256587	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
NCBI1256590	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
NCBI1257021	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI125881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
NCBI1259844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
NCBI1260	0	0	0	0	2	13	31	0	62	0	0	4	0	0	0	3	5	0	3	0	0	1	0	3
NCBI1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCBI1265445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
NCBI1265536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NCBI1266052	0	1	5	1	0	0	4	2	5	1	2	7	15	54	20	3	8	11	37	4	9	5	4	12
NCBI126673	55	7	69	30	24	26	105	390	15	9	4	4	280	174	203	27	39	40	81	32	880	46	66	17
NCBI1267	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1267217	0	0	32	0	0	0	0	0	0	0	0	0	0	44	0	0	11	0	0	0	0	0	0	0
NCBI1267766	5	21	6	5	13	6	7	6	0	0	10	7	0	0	0	40	8	16	7	0	0	7	23	9
NCBI1267768	2250	2692	3625	932	2784	3862	3399	2784	6189	10991	3330	4487	7702	8842	7270	1316	1063	1499	4973	4954	6737	1215	2812	2722
NCBI1270	505	503	1175	171	340	1020	255	289	539	277	285	169	270	362	649	305	368	295	436	133	578	342	599	1747
NCBI1271	0	735	996	0	0	0	0	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1272	0	0	0	36	0	36	0	184	98	54	0	0	0	0	0	0	0	71	0	0	183	0	34	33
NCBI1273303	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1273687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0
NCBI1274	0	64	30	19	10	23	73	0	0	60	21	8	49	64	0	0	8	0	0	0	0	29	16	8
NCBI1274631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
NCBI1275	415	112	889	542	534	122	187	481	566	1203	284	268	30	0	33	86	18	23	45	40	191	74	71	164
NCBI1276	0	0	0	15	0	0	0	0	0	0	0	0	53	0	0	0	19	29	109	0	36	0	41	0
NCBI1276217	0	2	0	0	0	0	0	0	0	6	0	0	1	0	2	0	2	0	1	0	2	5	0	0
NCBI1277350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1277351	1	4	3	0	0	0	11	1	0	0	0	0	0	1	10	1	0	1	0	0	5	1	0	1
NCBI1278212	0	0	0	0	8	0	0	0	4	0	11	0	3	4	0	18	9	14	0	5	5	14	2	7
NCBI1278232	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1278262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	11	16	0	0	0	0	0	0
NCBI1278279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
NCBI1278402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1279031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1280	0	0	0	76	98	1811	0	0	0	63	0	21	0	0	0	286	174	388	0	0	0	776	48	177
NCBI1280837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NCBI1280948	1126	160	275	338	369	224	1064	494	739	5015	2285	2804	2328	1819	656	775	935	856	576	837	4369	10998	18276	11493
NCBI1281578	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	2	5	0	0	0	0	2	0
NCBI1282	28	14	0	0	101	46	44	16	38	25	53	78	16	0	0	131	155	277	69	18	0	158	27	9
NCBI1282737	0	0	0	0	15	0	0	0	0	0	21	0	38	0	0	25	0	0	0	0	0	0	0	6
NCBI1283	0	0	0	38	0	20	3	0	0	0	0	14	0	15	5	18	5	50	3	0	0	2	1	7
NCBI1283077	2	3	6	4	0	1	0	2	4	9	17	2	4	1	4	19	17	21	5	2	1	9	6	9
NCBI128442	1	0	0	0	0	0	0	0	0	5	0	0	2	0	0	32	16	10	6	0	0	0	0	13
NCBI1284658	2269	4306	4756	1296	3047	4681	5231	5504	4215	1452	858	704	9024	8155	10021	3542	2606	2175	7294	8201	7613	1376	711	2040
NCBI1285901	404	257	181	88	298	325	65	283	176	151	127	40	91	0	146	49	53	77	444	43	40	91	115	97
NCBI1286	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1286180	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0
NCBI1286181	0	0	0	0	3	0	4	0	6	14	4	2	0	11	0	3	1	1	6	0	39	3	14	6
NCBI1286698	4	0	0	0	0	0	20	4	21	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
NCBI1287055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NCBI128780	0	70	0	0	0	130	0	0	88	0	0	64	0	148	0	84	0	0	141	0	270	0	31	0
NCBI128785	0	0	0	151	0	520	409	126	0	0	68	0	176	0	1069	118	0	236	0	0	0	0	76	321
NCBI1288	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	4
NCBI1288121	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	3	1	4
NCBI1288494	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	3	0	0	0	2	2	2
NCBI1288495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0
NCBI1288636	107	0	150	8	9	9	39	92	46	9	4	0	0	32	11	7	0	0	28	3	0	6	0	5
NCBI1288970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
NCBI1290	0	5	0	15	12	2	3	0	0	9	12	16	7	2	7	55	67	82	0	2	3	73	20	53
NCBI1292	0	4	0	0	11	62	0	0	0	12	5	23	0	0	11	0	20	0	0	0	0	8	7	21
NCBI1292359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	0	0	0
NCBI1293	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI129338	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1295382	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI1295392	2	21	4	1103	839	481	5	1	2	1724	789	1114	0	0	0	2	4	9	0	0	0	4	23	30
NCBI1295642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
